"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1200409";"LIDOCAINE HYDROCHLORIDE";"AKTEN|ALPHACAINE HYDROCHLORIDE|ANESTACON|ANODESYN|BISMODYNE|BRADOSOL PLUS|CALGEL|CO-PHENYLCAINE FTE|DENELA|DEQUASPRAY|EMLA|GERMOLOIDS|GERMOLOIDS COMPLETE|GLYDO|HEMOCANE|IGLU|INSTILLAGEL|LARYNG-O-JET KIT|LARYNGOJET|LARYNGOTRACHEAL ANESTHESIA KIT|LIDO HCL|LIDOCAINE HCL|LIDOCAINE HYDROCHLORIDE|LIDOCAINE HYDROCHLORIDE MONOHYDRATE|LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE|LIDOCAINE HYDROCHLORIDE USP|LIDOCAINE HYDROCHLORIDE VISCOUS|LIDOCAINE VISCOUS|LIDOCAINI HYDROCHLORIDUM|LIDOCATON|LIGNOCAINE (AS HYDROCHLORIDE)|LIGNOCAINE HYDROCHLORIDE|LIGNOKENT|LIGNOSPAN SPECIAL|LIGNOSTAB|LIGNOSTAB A 100|LIGNOSTAB N|LIGNOSTAB-A|LTA II KIT|Lidopen|MEDIJEL|NSC-757420|ORAGARD|PEDIATRIC LTA KIT|PREPARATION H|REXOCAINE|VERSATIS|XYLOCAINE DENTAL|XYLOCAINE HYDROCHLORIDE|XYLOCAINE PRESERVATIVE FREE|XYLOCAINE VISCOUS|XYLOTOX E80|Xylocaine|Zingo";"Small molecule";"4";"288.82";"7";"22";"2.58";"32.34";"2";"1";"0";"5";"N";"0.85";"13.78";"7.75";"2.84";"2.33";"1";"MOL";"0";"17";"3";"1";"0";"234.1732";"NEUTRAL";"C14H25ClN2O2";"CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl.O";"YECIFGHRMFEPJK-UHFFFAOYSA-N"
"CHEMBL1431";"METFORMIN";"LA-6023|METFORMIN|METFORMIN EXTENDED RELEASE|Metformin";"Small molecule";"4";"129.17";"727";"2787";"-1.03";"88.99";"2";"4";"0";"0";"N";"0.25";"None";"12.33";"-0.92";"-5.62";"0";"MOL";"0";"9";"5";"5";"0";"129.1014";"BASE";"C4H11N5";"CN(C)C(=N)NC(=N)N";"XZWYZXLIPXDOLR-UHFFFAOYSA-N"
"CHEMBL1200748";"CARBIDOPA";"CARBIDOPA|CARBIDOPA ANHYDROUS|CARBIDOPA HYDRATE|CARBIDOPA MONOHYDRATE|CARBIDOPUM MONOHYDRATE|Carbidopa hydrate|Lodosyn|MK-486|NSC-751137|NSC-758190";"Small molecule";"4";"244.25";"116";"533";"-0.05";"115.81";"5";"5";"0";"4";"N";"0.28";"2.35";"5.66";"-1.21";"-2.53";"1";"MOL";"0";"16";"6";"6";"1";"226.0954";"ACID";"C10H16N2O5";"C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O";"QTAOMKOIBXZKND-PPHPATTJSA-N"
"CHEMBL649";"NADOLOL";"Corgard|NADOLOL|NSC-758430|SOLGOL|SQ 11725|SQ-11725";"Small molecule";"4";"309.41";"153";"634";"0.63";"81.95";"5";"4";"0";"5";"N";"0.64";"13.59";"9.76";"0.87";"-1.44";"1";"MOL";"0";"22";"5";"4";"0";"309.1940";"BASE";"C17H27NO4";"CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2";"VWPOSFSPZNDTMJ-UCWKZMIHSA-N"
"CHEMBL957";"BOSENTAN";"ANHYDROUS BOSENTAN|BOSENTAN|BOSENTAN ANHYDROUS|BOSENTAN HYDRATE|BOSENTAN MONOHYDRATE|RO 47-0203/029|RO-47-0203-029|RO-470203029|Tracleer";"Small molecule";"4";"551.63";"36";"205";"4.20";"145.65";"10";"2";"1";"10";"N";"0.29";"5.80";"0.57";"4.94";"3.98";"4";"MOL";"0";"39";"11";"2";"2";"551.1839";"ACID";"C27H29N5O6S";"COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO";"GJPICJJJRGTNOD-UHFFFAOYSA-N"
"CHEMBL1519";"TRANDOLAPRIL";"GOPTEN|INDOLAPRIL|Mavik|NSC-758939|ODRIK|RU 44570|RU-44570|TRANDOLAPRIL|Trandolapril";"Small molecule";"4";"430.55";"20";"91";"2.77";"95.94";"5";"2";"0";"9";"N";"0.59";"3.80";"5.21";"1.95";"0.29";"1";"MOL";"0";"31";"7";"2";"0";"430.2468";"ACID";"C24H34N2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21";"VXFJYXUZANRPDJ-WTNASJBWSA-N"
"CHEMBL4297577";"BELAPECTIN";"BELAPECTIN|GR-MD-02";"Unknown";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1200823";"IRON SUCROSE";"FERRIC HYDROXIDE SUCROSE COMPLEX|IRON OXIDE SACCHARATED|IRON SACCHARATE|IRON SUCROSE|IRON SUCROSE COMPLEX|IRON SUGAR|IRON(III) HYDROXIDE SUCROSE COMPLEX|SACCHARATED FERRIC OXIDE|SACCHARATED IRON|SACCHARATED IRON OXIDE|Venofer|XI-921";"Small molecule";"4";"398.14";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"398.0511";"None";"C12H22FeO11";"";""
"CHEMBL1200837";"LEVOBETAXOLOL HYDROCHLORIDE";"AL-1577A|AL1577A|Betaxon|LEVOBETAXOLOL HCL|LEVOBETAXOLOL HYDROCHLORIDE";"Small molecule";"4";"343.90";"";"";"2.39";"50.72";"4";"2";"0";"11";"N";"0.62";"None";"9.67";"2.54";"0.31";"1";"MOL";"0";"22";"4";"2";"0";"307.2147";"BASE";"C18H30ClNO3";"CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl";"CHDPSNLJFOQTRK-LMOVPXPDSA-N"
"CHEMBL526";"PROPOFOL";"DISOPROFOL|Diprivan|Disoprivan|FRESOFOL|ICI 35,868|ICI 35-868|ICI-35868|ICI35,868|LIPURO|NSC-5105|PHENOL, 2,6-BIS(1-METHYLETHYL)|PROPOFOL|Rapinovet";"Small molecule";"4";"178.27";"170";"608";"3.64";"20.23";"1";"1";"0";"2";"N";"0.73";"10.98";"None";"4.16";"4.16";"1";"MOL";"0";"13";"1";"1";"0";"178.1358";"NEUTRAL";"C12H18O";"CC(C)c1cccc(C(C)C)c1O";"OLBCVFGFOZPWHH-UHFFFAOYSA-N"
"CHEMBL1668";"RESCINNAMINE";"APOTERIN S|CARTRIC|CINNALOID|CINNASIL|Moderil|NSC-15628|RESCINNAMINE|RESCISAN|RESEALOID|RESERPININE|Rescinnamine|SCINNAMINA|TSURUSELPI S";"Small molecule";"4";"634.73";"20";"27";"4.57";"117.78";"10";"1";"1";"9";"N";"0.27";"None";"7.02";"4.07";"3.92";"3";"MOL";"0";"46";"11";"1";"2";"634.2890";"NEUTRAL";"C35H42N2O9";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"SZLZWPPUNLXJEA-QEGASFHISA-N"
"CHEMBL3137314";"ESUBERAPROST";"APS-314D FREE ACID|APS-314d|BPS-314d|ESUBERAPROST|Esuberaprost";"Small molecule";"3";"398.50";"";"";"3.29";"86.99";"4";"3";"0";"8";"N";"0.46";"4.20";"None";"3.60";"0.56";"1";"MOL";"0";"29";"5";"3";"0";"398.2093";"ACID";"C24H30O5";"CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O";"CTPOHARTNNSRSR-NOQAJONNSA-N"
"CHEMBL3989857";"MAGNESIUM SULFATE";"EPSOM SALT|EPSOM SALT(HEPTAHYDRATE)|Epsom Salt|MAG SULF|MAGNESIA SULPHURICA|MAGNESII SULFATIS HEPTAHYDRAS|MAGNESIUM SULFATE|MAGNESIUM SULFATE HEPTAHYDRATE|MAGNESIUM SULPHATE|ORIGINAL ANDREWS SALTS";"Small molecule";"4";"246.47";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"119.9368";"None";"H14MgO11S";"O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Mg+2]";"WRUGWIBCXHJTDG-UHFFFAOYSA-L"
"CHEMBL62381";"SODIUM BUTYRATE";"BUTYRIC ACID SODIUM SALT|BUTYRIC ACID, SODIUM SALT|NSC-174280|SODIUM BUTYRATE";"Small molecule";"2";"110.09";"70";"95";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"110.0344";"None";"C4H7NaO2";"CCCC(=O)[O-].[Na+]";"MFBOGIVSZKQAPD-UHFFFAOYSA-M"
"CHEMBL2103799";"COBIPROSTONE";"COBIPROSTONE|Cobiprostone|RU-8811|SPI-8811";"Small molecule";"2";"404.49";"";"";"4.56";"83.83";"4";"2";"0";"11";"N";"0.49";"4.30";"None";"4.85";"1.89";"0";"MOL";"0";"28";"5";"2";"0";"404.2374";"ACID";"C21H34F2O5";"CC[C@H](C)CC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1";"SDDSJMXGJNWMJY-BRHAQHMBSA-N"
"CHEMBL429";"LABETALOL";"AH-5158A FREE BASE|IBIDOMIDE|LABETALOL|Labetalol|Normodyne|Normozide|SCH-15719W FREE BASE|Trandate";"Small molecule";"4";"328.41";"157";"2216";"2.14";"95.58";"4";"4";"0";"8";"N";"0.60";"8.05";"9.80";"1.89";"1.26";"2";"MOL";"0";"24";"5";"5";"0";"328.1787";"BASE";"C19H24N2O3";"CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1";"SGUAFYQXFOLMHL-UHFFFAOYSA-N"
"CHEMBL3989541";"METHOSERPIDINE";"(-)-10-METHOXYDESERPIDINE|10-MD|10-METHOXYDESERPIDINE|DEASERPYL|DECASERPIL|DECASERPIN|DECASERPINE|DECASERPYL|DECOSERPYL|DESERPIDINE, 10-METHOXY-|METHOSERPIDINE|MINORAN|NEOSERPIN|NSC-169423|R 694|R-694|RESERTENE|TENSERPINA";"Small molecule";"0";"608.69";"";"";"4.17";"117.78";"10";"1";"1";"8";"N";"0.37";"None";"7.39";"3.53";"3.24";"3";"MOL";"0";"44";"11";"1";"2";"608.2734";"NEUTRAL";"C33H40N2O9";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"ULBNWNUHGJLQHO-VKMIBBQISA-N"
"CHEMBL103";"PROGESTERONE";"CYCLOGEST|Crinone|Endometrin|Gesterol|LUTIGEST|MILPROSA|NSC-64377|NSC-9704|PROCHIEVE|PROGESTA-CARE|PROGESTASERT|PROGESTERONE|PROGESTERONE, MICRONIZED|PROGESTERONUM|Progesterone|Progestin|Prometrium|Regumate|SERENITY FOR WOMEN|Syngestrone|U 3672|UTROGESTAN";"Small molecule";"4";"314.47";"286";"1479";"4.72";"34.14";"2";"0";"0";"1";"N";"0.70";"None";"None";"4.15";"4.15";"0";"MOL";"0";"23";"2";"0";"0";"314.2246";"NEUTRAL";"C21H30O2";"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C";"RJKFOVLPORLFTN-LEKSSAKUSA-N"
"CHEMBL1269102";"BQ-123";"BQ-123|BQ123|CYCLO(D-TRP-D-ASP-PRO-D-VAL-LEU)";"Protein";"2";"610.71";"2";"4";"0.83";"189.80";"6";"6";"2";"7";"N";"0.27";"4.04";"None";"0.84";"-2.29";"2";"BOTH";"0";"44";"13";"6";"3";"610.3115";"ACID";"C31H42N6O7";"CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O";"VYCMAAOURFJIHD-AOYLRGCGSA-N"
"CHEMBL1200731";"POTASSIUM CHLORIDE";"B1653|CHLORIDE (AS POTASSIUM)|DIFFU-K|DURO-K|E 508|E-508|E508|INS NO.508|INS-508|K+10|K-CONTIN|K-DUR 20|K-LEASE|K-TAB|K-dur|KALEORID|KALEORID LP|KALI MURIATICUM|KALII CHLORIDUM|KAON CL-10|KAY-CEE-L|KLOR-CON M10|KLOR-CON M15|KLOR-CON M20|KLOREF|KLOREF-S|Kaon Cl|Kaon-Cl|Kato|Klor-Con 10|Klor-Con 10MEQ|Klor-Con 8|Klor-con|Klotrix|LEO K|MICRO K|MICRO-K 10|MICRO-K LS|Micro-k|NEOBAKASAL|NSC-77368|NU-K|POT CHLOR (POT 12MMOL)|POT CHLOR STRONG|POTASSIUM (AS CHLORIDE)|POTASSIUM CHLORIDE|SANDO-K|SLOW-K|SYLVINE|SYLVITE|TEN-K";"Small molecule";"4";"74.55";"32";"53";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"73.9326";"None";"ClK";"[Cl-].[K+]";"WCUXLLCKKVVCTQ-UHFFFAOYSA-M"
"CHEMBL2068971";"ROSTAFUROXIN";"ROSTAFUROXIN";"Small molecule";"2";"374.52";"3";"7";"3.99";"73.83";"4";"3";"0";"1";"N";"0.69";"13.22";"None";"2.91";"2.91";"1";"MOL";"0";"27";"4";"3";"0";"374.2457";"NEUTRAL";"C23H34O4";"C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@]1(O)CC[C@]2(O)c1ccoc1";"AEAPORIZZWBIEX-DTBDINHYSA-N"
"CHEMBL1200711";"OMEGA-3-ACID ETHYL ESTERS";"DOCONEXENT (DHA ETHYL ESTER)|DUALTIS|ICOSAPENT (EPA ETHYL ESTER)|K-85|K85|Lovaza|NEBBARO|OMACOR|OMEGA-3 ACID ETHYL ESTERS|OMEGA-3 MARINE TRIGLYCERIDES|OMEGA-3-ACID ETHYL ESTER|OMEGA-3-ACID ETHYL ESTERS|OMEGA-3-ACID ETHYL ESTERS TYPE A|OMTRYG|PRESTYLON|TAK-085|TEROMEG";"Small molecule";"4";"687.06";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"686.5274";"None";"C46H70O4";"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC";"DTMGIJFHGGCSLO-FIAQIACWSA-N"
"CHEMBL452076";"CILNIDIPINE";"ATELEC|CILNIDIPINE|CINALONG|FRC-8653|SISCARD";"Small molecule";"3";"492.53";"34";"80";"4.28";"117.00";"8";"1";"0";"10";"N";"0.23";"None";"None";"4.10";"4.10";"2";"MOL";"0";"36";"9";"1";"0";"492.1897";"NEUTRAL";"C27H28N2O7";"COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1";"KJEBULYHNRNJTE-DHZHZOJOSA-N"
"CHEMBL1484";"NICARDIPINE";"NICARDIPINE|NICARDIPINE (STN)|Nicardipine|PERPIDINE";"Small molecule";"4";"479.53";"108";"402";"3.68";"111.01";"8";"1";"0";"9";"N";"0.33";"None";"8.10";"3.56";"2.78";"2";"MOL";"0";"35";"9";"1";"0";"479.2056";"NEUTRAL";"C26H29N3O6";"COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1";"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"
"CHEMBL136478";"SODIUM NITROPRUSSIDE";"NIPRIDE|NIPRUSS|NITROPRUSSIDE SODIUM|NSC-755844|Nitropress|SODIUM NITROFERRICYANIDE|SODIUM NITROPRUSSIDE|SODIUM NITROPRUSSIDE ANHYDROUS|SODIUM NITROPRUSSIDE DIHYDRATE|SODIUM NITROPRUSSIDE HYDRATE";"Small molecule";"4";"261.92";"111";"630";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"0";"None";"None";"None";"None";"215.9494";"None";"C5FeN6Na2O";"";""
"CHEMBL45";"MELATONIN";"5-METHOXY N-ACETYL-TRYPTAMINE|BCI-049|CIRCADIN|GENERAL NUTRIT|HEALTH AID|HEIDADOUPPI|ICENIA|J5.258B|LIFE EXT|MELAPURE|MELATOL|MELATONIN|MELATONINE|MELOVINE|Melatonin|N-(2-(5-METHOXY-1H-INDOL-3-YL)ETHYL)ACETAMIDE|N-ACETYL-5-METHOXYTRYPTAMINE|NATROL|NATURE'S BLEND|NATURES BOUNTY|NSC-113928|NSC-302012|NSC-56423|QUALITY HEALTH|REGULIN|S.GARD|TARTROL|TRAVELAG|VESPRO|VYTALONIN";"Small molecule";"4";"232.28";"244";"1446";"1.86";"54.12";"2";"2";"0";"4";"N";"0.84";"None";"None";"1.15";"1.15";"2";"MOL";"0";"17";"4";"2";"0";"232.1212";"NEUTRAL";"C13H16N2O2";"COc1ccc2[nH]cc(CCNC(C)=O)c2c1";"DRLFMBDRBRZALE-UHFFFAOYSA-N"
"CHEMBL279229";"URAPIDIL";"EBRANTIL|NSC-310405|URAPIDIL";"Small molecule";"3";"387.48";"32";"70";"0.72";"71.74";"8";"1";"0";"7";"N";"0.71";"None";"7.81";"1.18";"0.63";"2";"MOL";"0";"28";"8";"1";"0";"387.2270";"NEUTRAL";"C20H29N5O3";"COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1";"ICMGLRUYEQNHPF-UHFFFAOYSA-N"
"CHEMBL1393";"SPIRONOLACTONE";"ABBOLACTONE|Aldactone|CAROSPIR|DIATENSEC|GX SPIRONOL|LARACTONE|NSC-150399|SC-9420|SPIRETIC|SPIROCTAN 100|SPIROCTAN 25|SPIROCTAN 50|SPIRONOLACTONE|SPIRONOLACTONE CEVA|SPIRONOLACTONUM|SPIROSPARE 100|SPIROSPARE 25|Spironolactone|VEROSPIRONE";"Small molecule";"4";"416.58";"159";"886";"4.85";"60.44";"5";"0";"0";"1";"N";"0.57";"None";"None";"3.64";"3.64";"0";"MOL";"0";"29";"4";"0";"0";"416.2021";"NEUTRAL";"C24H32O4S";"CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21";"LXMSZDCAJNLERA-ZHYRCANASA-N"
"CHEMBL718";"METHYLDOPA (RACEMIC)";"2-Amino-3-(3,4-Dihydroxy-Phenyl)-2- Methyl-Propionic Acid(Catechol Metabolite)|DL-.ALPHA.-METHYL DOPA|DL-METHYLDOPA|METHYLDOPA (RACEMIC)|METHYLDOPA DL-FORM|Methyldopa (Racemic)|RACEMIC .ALPHA.-METHYLDOPA";"Small molecule";"1";"211.22";"38";"58";"0.44";"103.78";"4";"4";"0";"3";"N";"0.54";"1.73";"9.85";"-1.36";"-1.37";"1";"MOL";"0";"15";"5";"5";"0";"211.0845";"ZWITTERION";"C10H13NO4";"CC(N)(Cc1ccc(O)c(O)c1)C(=O)O";"CJCSPKMFHVPWAR-UHFFFAOYSA-N"
"CHEMBL1691";"BETAXOLOL HYDROCHLORIDE";"ALO 1401-02|ALO-1401-02|ALO-140102|BETAXOLOL HCL|BETAXOLOL HYDROCHLORIDE|BETOPTIC S|Betaxolol|Betoptic|Kerlone|NSC-760048|SL 75.212-10|SL-75.212-10|SL-75212-10|SL-7521210";"Small molecule";"4";"343.90";"30";"1078";"2.39";"50.72";"4";"2";"0";"11";"N";"0.62";"None";"9.67";"2.54";"0.31";"1";"MOL";"0";"22";"4";"2";"0";"307.2147";"BASE";"C18H30ClNO3";"CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl";"CHDPSNLJFOQTRK-UHFFFAOYSA-N"
"CHEMBL1222250";"DEXTROSE";"ANHYDROUS DEXTROSE|ANHYDROUS GLUCOSE|CAPD|CLINTEC|D-GLUCOSE, ANHYDROUS|DEXTRO ENERGY|DEXTROGEL|DEXTROSE|DEXTROSE ANHYDROUS|DEXTROSE SOLUTION|DEXTROSE, ANHYDROUS|DEXTROSE, UNSPECIFIED|DEXTROSE, UNSPECIFIED FORM|Dextrose|GAMBROSOL|GLUCOSE|GLUCOSE ANHYDROUS|GLUCOSE INJECTION|GLUCOSE, ANHYDROUS|GLUCOSE, LIQUID|GLUCOSE, UNSPECIFIED FORM|GRAPE SUGAR|GSF-SYRUP|Glucose|Glucose-40|Insta-Glucose|LIQUID GLUCOSE|NSC-406891|RAPILOSE|YOURGLUCO";"Small molecule";"4";"180.16";"28";"77";"-3.22";"110.38";"6";"5";"0";"1";"N";"0.29";"11.30";"None";"-2.93";"-2.93";"0";"MOL";"0";"12";"6";"5";"0";"180.0634";"NEUTRAL";"C6H12O6";"OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O";"WQZGKKKJIJFFOK-GASJEMHNSA-N"
"CHEMBL2111097";"LEVAMLODIPINE";"AMLODIPINE, (S)-|LEVAMLODIPINE|S-AMLODIPINE";"Small molecule";"4";"408.88";"1";"1";"2.27";"99.88";"7";"2";"0";"8";"N";"0.50";"None";"9.45";"1.64";"-0.37";"1";"MOL";"0";"28";"7";"3";"0";"408.1452";"BASE";"C20H25ClN2O5";"CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl";"HTIQEAQVCYTUBX-KRWDZBQOSA-N"
"CHEMBL79";"LIDOCAINE";"ALGRX 3268|ALGRX-3268|Alphacaine|Anestacon|DENTIPATCH|Embolex|Iontocaine|LIDOCAINE|LIDOCAINUM|LIGNOCAINE|LMX 4|Lidocaine|Lidocaton|Lidoderm|Lidopen|Lignocaine HCl|Lignostab|NSC-40030|ORAQIX|Octocaine|SOLARCAINE|VAGISIL|XYLESTESIN|XYLODASE|XYLOTOX|Xylocaine|ZTLIDO";"Small molecule";"4";"234.34";"201";"1141";"2.58";"32.34";"2";"1";"0";"5";"N";"0.85";"13.78";"7.75";"2.84";"2.33";"1";"MOL";"0";"17";"3";"1";"0";"234.1732";"NEUTRAL";"C14H22N2O";"CCN(CC)CC(=O)Nc1c(C)cccc1C";"NNJVILVZKWQKPM-UHFFFAOYSA-N"
"CHEMBL1429";"DESMOPRESSIN";"DESMOPRESSIN|Desmopressin|H01BA02";"Protein";"4";"1069.24";"14";"79";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1068.4270";"None";"C46H64N14O12S2";"N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O";"NFLWUMRGJYTJIN-PNIOQBSNSA-N"
"CHEMBL220492";"TOPIRAMATE";"(-)-TOPIRAMATE|EPITOMA|EPITOMAX|MCN-4853|QUDEXY|QUDEXY XR|RWJ-17021|RWJ-17021-000|SINCRONIL|TOPAMAC|TOPAMAX SPRINKLE|TOPIMAX|TOPINA|TOPIRAMATE|TOPOMAX|TROKENDI XR|Topamax|USL-255|USL255";"Small molecule";"4";"339.37";"67";"657";"-0.40";"115.54";"8";"1";"0";"3";"N";"0.74";"11.09";"None";"0.13";"0.13";"0";"MOL";"0";"22";"9";"2";"0";"339.0988";"NEUTRAL";"C12H21NO8S";"CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1";"KJADKKWYZYXHBB-XBWDGYHZSA-N"
"CHEMBL267936";"MECAMYLAMINE";"MECAMYLAMINE";"Small molecule";"4";"167.30";"33";"114";"2.42";"12.03";"1";"1";"0";"1";"Y";"0.63";"None";"10.88";"2.37";"-0.67";"0";"MOL";"0";"12";"1";"1";"0";"167.1674";"BASE";"C11H21N";"CNC1(C)C2CCC(C2)C1(C)C";"IMYZQPCYWPFTAG-UHFFFAOYSA-N"
"CHEMBL1201531";"VERATRUM VIRIDE ROOT";"AMERICAN HELLEBORE ROOT|AMERICAN WHITE HELLEBORE ROOT|GREEN FALSE HELLEBORE ROOT|GREEN VERATRUM|INDIAN POKE ROOT|VERATRUM|VERATRUM ALKALOIDS|VERATRUM ESCHSCHOLTZIANUM ROOT|VERATRUM ESCHSCHOLTZII ROOT|VERATRUM VIRIDE|VERATRUM VIRIDE ROOT|VERTAVIS";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL2107815";"TREPROSTINIL DIOLAMINE";"ORENITRAM|TREPROSTINIL DIETHANOLAMINE|TREPROSTINIL DIOLAMIN|TREPROSTINIL DIOLAMINE|UT-15C";"Small molecule";"4";"495.66";"";"";"3.58";"86.99";"4";"3";"0";"10";"N";"0.53";"3.76";"None";"4.00";"0.72";"1";"MOL";"0";"28";"5";"3";"0";"390.2406";"ACID";"C27H45NO7";"CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O.OCCNCCO";"RHWRWEUCEXUUAV-ZSESPEEFSA-N"
"CHEMBL165";"RESVERATROL";"(E)-RESVERATROL|3,5,4'-Trihydroxy-trans-stilbene|BIA 6-512|BIA-6-512|BIOFORT|CA 1201|CUSPIDATIN|MELINJO RESVERATROL 20|NSC-327430|POLYGONIN|RESVERATROL|RESVERATROL P 5|RESVERATROL(E)-FORM|RESVIDA|SRT 501M|TRANS-RESVERATROL";"Small molecule";"3";"228.25";"451";"2560";"2.97";"60.69";"3";"3";"0";"2";"N";"0.69";"8.49";"None";"3.40";"3.37";"2";"MOL";"0";"17";"3";"3";"0";"228.0786";"NEUTRAL";"C14H12O3";"Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1";"LUKBXSAWLPMMSZ-OWOJBTEDSA-N"
